p,t,m,seed,num_bags,duplicate_bags,total_weight,total_value,fitness
393,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
394,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
395,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
396,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
397,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
398,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
399,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
400,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
401,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
402,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
403,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
404,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
405,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
406,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
407,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
408,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
409,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
410,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
411,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
412,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
413,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
414,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
415,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
416,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
417,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
418,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
419,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
420,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
421,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
422,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
423,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
424,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
425,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
426,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
427,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
428,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
429,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
430,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
431,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
432,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
433,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
434,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
435,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
436,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
437,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
438,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
439,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
440,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
441,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
442,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
443,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
444,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
445,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
446,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
447,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
448,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
449,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
450,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
451,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
452,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
453,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
454,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
455,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
456,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
457,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
458,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
459,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
460,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
461,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
462,109,11,17,374,62,False,283.60000000000014,4043.0,1.8634601428945503
463,165,11,18,802,66,False,285.0,4078.0,1.874591329068941
464,116,16,12,649,59,False,283.8000000000002,3968.0,1.8508356712677223
465,127,20,8,588,61,False,283.20000000000016,3809.0,1.6704788089627058
466,123,43,16,202,57,False,283.1000000000001,3718.0,1.6539587775408675
467,200,39,16,576,56,False,282.2000000000002,3252.0,1.5680005985112042
468,102,2,4,774,63,False,282.90000000000003,4209.0,1.8904993827853216
469,117,32,16,16,61,False,283.7000000000002,3794.0,1.6695679497250597
470,77,26,2,468,57,False,277.40000000000015,3780.0,1.64497512437811
471,113,24,13,921,56,False,281.5000000000002,3362.0,1.585089589645757
472,29,5,14,165,60,False,283.40000000000015,3805.0,1.670469831294655
473,76,46,20,85,53,False,276.0000000000001,3283.0,1.5517543859649128
474,89,48,19,627,60,False,282.4000000000002,3521.0,1.6164990835297206
475,158,9,11,751,59,False,283.5000000000002,4017.0,1.8584895073504666
476,147,32,19,381,54,False,279.9000000000002,3323.0,1.5725459170313851
477,194,18,14,642,60,False,284.10000000000014,3732.0,1.6599551116597469
478,190,3,14,895,64,False,284.6,4210.0,1.8966419780795274
479,192,6,5,258,65,False,284.60000000000014,4261.0,1.9057038117682272
480,129,3,18,836,66,False,283.8,4263.0,1.9032521602513748
481,64,40,2,973,52,False,283.7000000000001,3019.0,1.5318636142595299
482,29,30,5,512,54,False,282.40000000000015,3213.0,1.5617727153705165
483,133,10,1,735,60,False,283.60000000000014,3926.0,1.692671230314593
484,90,35,20,169,60,False,283.50000000000017,3759.0,1.6626472898664577
485,126,15,7,942,55,False,284.0000000000003,3546.0,1.6265551939550378
486,46,39,6,91,54,False,278.7000000000002,3421.0,1.5857483260389789
487,184,41,15,910,63,False,283.5000000000002,3856.0,1.6798825421763373
488,99,32,7,659,62,False,284.4000000000003,3822.0,1.6769992144540466
489,182,27,5,639,55,False,283.40000000000015,3150.0,1.5540874574495946
490,179,25,11,487,63,False,283.6000000000002,3665.0,1.646295963790073
491,109,8,18,530,62,False,284.8000000000002,4048.0,1.8685590842778594
492,83,30,15,777,57,False,284.5000000000001,3693.0,1.6544289829050243
493,116,35,18,941,54,False,283.70000000000016,3392.0,1.5981393782964881
494,67,17,15,696,55,False,281.2000000000002,3272.0,1.568045486851458
495,43,31,17,592,55,False,281.4000000000002,3230.0,1.5612845546702585
496,158,49,10,563,56,False,281.8000000000002,3404.0,1.5936049077918684
497,182,8,12,492,62,False,285.0,4126.0,1.8831201137171285
498,103,32,1,864,53,False,284.10000000000025,3098.0,1.547304081098269
499,35,3,3,269,61,False,279.60000000000014,3682.0,1.635281487300341
